56904.06138	104.12032	2.2830024
56908.25846	104.51723	2.2925012
56912.59037	103.20708	2.2692745
56921.57393	106.6916	2.3468153
56924.51619	106.0432	2.3315644
56928.11422	106.50797	2.3351073
56932.71093	104.84734	2.3009458
56936.77459	102.98047	2.2598813
56940.57322	99.010094	2.1686714
56944.98227	94.579773	2.0783436
56948.24892	99.108955	2.1741683
56952.29634	99.425285	2.1848106
56960.90131	102.04072	2.2412858
56964.82005	106.31617	2.3298175
56968.48292	104.23074	2.2871253
56972.82808	104.08077	2.3251977
56976.54101	113.01318	2.4765136
56980.53672	108.56108	2.3769128
56984.66518	105.46045	2.3168471
56988.86933	109.97185	2.4138391
56992.72532	110.15866	2.4223969
56996.64961	110.42991	2.5232599
57000.59083	109.26784	2.3996012
57004.1777	104.79267	2.3012106
57008.03975	101.20291	2.2263455
57012.83461	104.11076	2.2871265
57016.50677	101.61766	2.2272739
57028.61352	101.93357	2.2328696
57032.60769	100.97152	2.2139997
57036.60007	96.330666	2.167268
57040.80928	92.435257	2.0300179
57044.8024	93.567993	2.0543106
57048.46072	93.337296	2.0715837
57056.97247	96.671707	2.1202681
57060.7843	98.836258	2.1934547
57064.04054	100.7104	2.2103136
57068.16795	107.36974	2.3525763
57072.81419	111.89811	2.4594574
57076.61015	111.84066	2.4484446
57084.19539	116.14491	2.5470517
57088.25548	114.71319	2.5135996
57092.44999	117.31156	2.5696876
57096.37856	112.61273	2.5271902
