"Object","Filter","Cadence","MJD","Duration","Flux","Error","Coadd"
"Mrk509","UVM2",1038,57868.3216218049,233.908940017223,3.5180097,0.05723818,FALSE
"Mrk509","UVW1",1039,57869.8528557816,179.759339988232,3.3390178,0.049428174,FALSE
"Mrk509","U",1039,57869.8544705592,89.7417799830437,2.3610117,0.041482372,FALSE
"Mrk509","B",1039,57869.8555624222,89.7748399972916,1.3789067,0.024714823,FALSE
"Mrk509","HX",1039,57869.85722,1108.226016,0.785209,0.051108,FALSE
"Mrk509","SX",1039,57869.85722,1108.226016,1.196217,0.063075,FALSE
"Mrk509","UVW2",1039,57869.8582357978,360.776419997215,3.959738,0.050565104,FALSE
"Mrk509","V",1039,57869.8609128767,89.7748600244522,1.09464406,0.02547136,FALSE
"Mrk509","UVM2",1039,57869.8630622527,273.164020001888,3.4793745,0.054171293,FALSE
"Mrk509","UVW1",1040,57870.8370726605,178.766379952431,3.3511412,0.04965071,FALSE
"Mrk509","U",1040,57870.838673136,88.7708599567413,2.3413134,0.041271498,FALSE
"Mrk509","B",1040,57870.8397552942,88.7818800210953,1.3504334,0.024373365,FALSE
"Mrk509","HX",1040,57870.84135,1093.182048,0.978892,0.063703,FALSE
"Mrk509","SX",1040,57870.84135,1093.182048,1.396427,0.075855,FALSE
"Mrk509","UVW2",1040,57870.8424054292,357.775440037251,3.9499454,0.050539407,FALSE
"Mrk509","V",1040,57870.8450473917,88.7818800210953,1.0947831,0.02536022,FALSE
"Mrk509","UVM2",1040,57870.8471433268,263.841179966927,3.5531975,0.05558749,FALSE
"Mrk509","UVW1",1041,57871.1122022282,163.761600017548,3.42009,0.05184488,FALSE
"Mrk509","U",1041,57871.1136771787,81.7760000228882,2.378737,0.043023374,FALSE
"Mrk509","B",1041,57871.114676909,81.7760000228882,1.38520295,0.025659587,FALSE
"Mrk509","HX",1041,57871.11611,1012.9499712,0.849124,0.056559,FALSE
"Mrk509","SX",1041,57871.11611,1012.9499712,1.314426,0.070226,FALSE
"Mrk509","UVW2",1041,57871.1171112381,327.776939988136,3.979591,0.051959193,FALSE
"Mrk509","V",1041,57871.1195350961,81.7760000228882,1.0627206,0.025678667,FALSE
"Mrk509","UVM2",1041,57871.1215163604,252.179400026798,3.547782,0.056299453,FALSE
"Mrk509","UVW1",1042,57872.0330865838,165.76960003376,3.457736,0.052013996,FALSE
"Mrk509","U",1042,57872.0345767941,82.7799799442291,2.4003962,0.043191046,FALSE
"Mrk509","B",1042,57872.0355981692,82.7689599990845,1.3327678,0.024677323,FALSE
"Mrk509","HX",1042,57872.03696,1010.441952,0.738462,0.043626,FALSE
"Mrk509","SX",1042,57872.03696,1010.441952,1.07255,0.052561,FALSE
"Mrk509","UVW2",1042,57872.03806123,331.770900011063,3.9940815,0.05176636,FALSE
"Mrk509","V",1042,57872.0405144583,82.7689599990845,1.0815742,0.025708964,FALSE
"Mrk509","UVM2",1042,57872.0424247879,239.127499997616,3.531777,0.05682216,FALSE
"Mrk509","UVW1",1043,57873.1710265297,175.754339993,3.3759088,0.05018158,FALSE
"Mrk509","U",1043,57873.1726035089,87.7889000177384,2.4379829,0.043027736,FALSE
